Dataset,StratificationType,Fold_Seed,Fold,Model,Init_Seed,Epoch,Test_Accuracy
Cora,ClassBasedStratification,1,3,SAGE,101,1000,0.8800738007380073
Cora,ClassBasedStratification,1,3,SAGE,102,1000,0.8837638376383764
Cora,ClassBasedStratification,1,3,SAGE,103,1000,0.8892988929889298
Cora,ClassBasedStratification,1,3,SAGE,104,1000,0.8819188191881919
Cora,ClassBasedStratification,1,3,SAGE,105,1000,0.8856088560885609
Cora,ClassBasedStratification,1,3,SAGE,106,1000,0.8819188191881919
Cora,ClassBasedStratification,1,3,SAGE,107,1000,0.8856088560885609
Cora,ClassBasedStratification,1,3,SAGE,108,1000,0.8948339483394834
Cora,ClassBasedStratification,1,3,SAGE,109,1000,0.8874538745387454
Cora,ClassBasedStratification,1,3,MixHop,100,1000,0.8985239852398524
Cora,ClassBasedStratification,1,3,MixHop,101,1000,0.8985239852398524
Cora,ClassBasedStratification,1,3,MixHop,102,1000,0.8948339483394834
Cora,ClassBasedStratification,1,3,MixHop,103,1000,0.8966789667896679
Cora,ClassBasedStratification,1,3,MixHop,104,1000,0.8966789667896679
Cora,ClassBasedStratification,1,3,MixHop,105,1000,0.8985239852398524
Cora,ClassBasedStratification,1,3,MixHop,106,1000,0.8948339483394834
Cora,ClassBasedStratification,1,3,MixHop,107,1000,0.8966789667896679
Cora,ClassBasedStratification,1,3,MixHop,108,1000,0.8892988929889298
Cora,ClassBasedStratification,1,3,MixHop,109,1000,0.8966789667896679
Cora,ClassBasedStratification,1,4,MLP,100,1000,0.7412199630314233
Cora,ClassBasedStratification,1,4,MLP,101,1000,0.7467652495378928
Cora,ClassBasedStratification,1,4,MLP,102,1000,0.7264325323475046
Cora,ClassBasedStratification,1,4,MLP,103,1000,0.7393715341959335
Cora,ClassBasedStratification,1,4,MLP,104,1000,0.7319778188539742
Cora,ClassBasedStratification,1,4,MLP,105,1000,0.7393715341959335
Cora,ClassBasedStratification,1,4,MLP,106,1000,0.7301293900184843
Cora,ClassBasedStratification,1,4,MLP,107,1000,0.7356746765249538
Cora,ClassBasedStratification,1,4,MLP,108,1000,0.7264325323475046
Cora,ClassBasedStratification,1,4,MLP,109,1000,0.7301293900184843
Cora,ClassBasedStratification,1,4,GCN,100,1000,0.8853974121996303
Cora,ClassBasedStratification,1,4,GCN,101,1000,0.88909426987061
Cora,ClassBasedStratification,1,4,GCN,102,1000,0.8909426987060998
Cora,ClassBasedStratification,1,4,GCN,103,1000,0.8946395563770795
Cora,ClassBasedStratification,1,4,GCN,104,1000,0.8835489833641405
Cora,ClassBasedStratification,1,4,GCN,105,1000,0.8798521256931608
Cora,ClassBasedStratification,1,4,GCN,106,1000,0.8964879852125693
Cora,ClassBasedStratification,1,4,GCN,107,1000,0.8927911275415896
Cora,ClassBasedStratification,1,4,GCN,108,1000,0.88909426987061
Cora,ClassBasedStratification,1,4,GCN,109,1000,0.8853974121996303
Cora,ClassBasedStratification,1,4,GAT,100,1000,0.8909426987060998
Cora,ClassBasedStratification,1,4,GAT,101,1000,0.8946395563770795
Cora,ClassBasedStratification,1,4,GAT,102,1000,0.9001848428835489
Cora,ClassBasedStratification,1,4,GAT,103,1000,0.8835489833641405
Cora,ClassBasedStratification,1,4,GAT,104,1000,0.8983364140480592
Cora,ClassBasedStratification,1,4,GAT,105,1000,0.8983364140480592
Cora,ClassBasedStratification,1,4,GAT,106,1000,0.8964879852125693
Cora,ClassBasedStratification,1,4,GAT,107,1000,0.8983364140480592
Cora,ClassBasedStratification,1,4,GAT,108,1000,0.8946395563770795
Cora,ClassBasedStratification,1,4,GAT,109,1000,0.8946395563770795
Cora,ClassBasedStratification,1,4,SAGE,100,1000,0.8853974121996303
Cora,ClassBasedStratification,1,4,SAGE,101,1000,0.88909426987061
Cora,ClassBasedStratification,1,4,SAGE,102,1000,0.8946395563770795
Cora,ClassBasedStratification,1,4,SAGE,103,1000,0.8817005545286506
Cora,ClassBasedStratification,1,4,SAGE,104,1000,0.8853974121996303
Cora,ClassBasedStratification,1,4,SAGE,105,1000,0.8872458410351202
Cora,ClassBasedStratification,1,4,SAGE,106,1000,0.8872458410351202
Cora,ClassBasedStratification,1,4,SAGE,107,1000,0.878003696857671
Cora,ClassBasedStratification,1,4,SAGE,108,1000,0.88909426987061
Cora,ClassBasedStratification,1,4,SAGE,109,1000,0.8927911275415896
Cora,ClassBasedStratification,1,4,MixHop,100,1000,0.8872458410351202
Cora,ClassBasedStratification,1,4,MixHop,101,1000,0.9001848428835489
Cora,ClassBasedStratification,1,4,MixHop,102,1000,0.8909426987060998
Cora,ClassBasedStratification,1,4,MixHop,103,1000,0.8835489833641405
Cora,ClassBasedStratification,1,4,MixHop,104,1000,0.8909426987060998
Cora,ClassBasedStratification,1,4,MixHop,105,1000,0.8946395563770795
Cora,ClassBasedStratification,1,4,MixHop,106,1000,0.9057301293900184
Cora,ClassBasedStratification,1,4,MixHop,107,1000,0.8927911275415896
Cora,ClassBasedStratification,1,4,MixHop,108,1000,0.8946395563770795
Cora,ClassBasedStratification,1,4,MixHop,109,1000,0.8927911275415896
Cora,ClassBasedStratification,1,5,MLP,100,1000,0.7689463955637708
Cora,ClassBasedStratification,1,5,MLP,101,1000,0.7781885397412199
Cora,ClassBasedStratification,1,5,MLP,102,1000,0.7615526802218114
Cora,ClassBasedStratification,1,5,MLP,103,1000,0.7726432532347505
Cora,ClassBasedStratification,1,5,MLP,104,1000,0.7652495378927912
Cora,ClassBasedStratification,1,5,MLP,105,1000,0.7597042513863216
Cora,ClassBasedStratification,1,5,MLP,106,1000,0.7689463955637708
Cora,ClassBasedStratification,1,5,MLP,107,1000,0.7726432532347505
Cora,ClassBasedStratification,1,5,MLP,108,1000,0.7523105360443623
Cora,ClassBasedStratification,1,5,MLP,109,1000,0.7763401109057301
Cora,ClassBasedStratification,1,5,GCN,100,1000,0.8835489833641405
Cora,ClassBasedStratification,1,5,GCN,101,1000,0.878003696857671
Cora,ClassBasedStratification,1,5,GCN,102,1000,0.8853974121996303
Cora,ClassBasedStratification,1,5,GCN,103,1000,0.8872458410351202
Cora,ClassBasedStratification,1,5,GCN,104,1000,0.8872458410351202
Cora,ClassBasedStratification,1,5,GCN,105,1000,0.8835489833641405
Cora,ClassBasedStratification,1,5,GCN,106,1000,0.8872458410351202
Cora,ClassBasedStratification,1,5,GCN,107,1000,0.8872458410351202
Cora,ClassBasedStratification,1,5,GCN,108,1000,0.8798521256931608
Cora,ClassBasedStratification,1,5,GCN,109,1000,0.8798521256931608
Cora,ClassBasedStratification,1,5,GAT,100,1000,0.88909426987061
Cora,ClassBasedStratification,1,5,GAT,101,1000,0.8872458410351202
Cora,ClassBasedStratification,1,5,GAT,102,1000,0.8909426987060998
Cora,ClassBasedStratification,1,5,GAT,103,1000,0.8817005545286506
Cora,ClassBasedStratification,1,5,GAT,104,1000,0.8835489833641405
Cora,ClassBasedStratification,1,5,GAT,105,1000,0.8909426987060998
Cora,ClassBasedStratification,1,5,GAT,106,1000,0.8835489833641405
Cora,ClassBasedStratification,1,5,GAT,107,1000,0.8872458410351202
Cora,ClassBasedStratification,1,5,GAT,108,1000,0.878003696857671
Cora,ClassBasedStratification,1,5,GAT,109,1000,0.8927911275415896
Cora,ClassBasedStratification,1,5,SAGE,100,1000,0.8909426987060998
Cora,ClassBasedStratification,1,5,SAGE,101,1000,0.8853974121996303
Cora,ClassBasedStratification,1,5,SAGE,102,1000,0.8853974121996303
Cora,ClassBasedStratification,1,5,SAGE,103,1000,0.8927911275415896
Cora,ClassBasedStratification,1,5,SAGE,104,1000,0.88909426987061
Cora,ClassBasedStratification,1,5,SAGE,105,1000,0.88909426987061
Cora,ClassBasedStratification,1,5,SAGE,106,1000,0.8964879852125693
Cora,ClassBasedStratification,1,5,SAGE,107,1000,0.8927911275415896
Cora,ClassBasedStratification,1,5,SAGE,108,1000,0.8927911275415896
Cora,ClassBasedStratification,1,5,SAGE,109,1000,0.8872458410351202
Cora,ClassBasedStratification,1,5,MixHop,100,1000,0.8946395563770795
Cora,ClassBasedStratification,1,5,MixHop,101,1000,0.8964879852125693
Cora,ClassBasedStratification,1,5,MixHop,102,1000,0.9001848428835489
Cora,ClassBasedStratification,1,5,MixHop,103,1000,0.8835489833641405
Cora,ClassBasedStratification,1,5,MixHop,104,1000,0.8964879852125693
Cora,ClassBasedStratification,1,5,MixHop,105,1000,0.8983364140480592
Cora,ClassBasedStratification,1,5,MixHop,106,1000,0.9020332717190388
Cora,ClassBasedStratification,1,5,MixHop,107,1000,0.8946395563770795
Cora,ClassBasedStratification,1,5,MixHop,108,1000,0.9038817005545288
Cora,ClassBasedStratification,1,5,MixHop,109,1000,0.8946395563770795
Cora,ClassBasedStratification,2,1,MLP,100,1000,0.7287822878228782
Cora,ClassBasedStratification,2,1,MLP,101,1000,0.7380073800738007
Cora,ClassBasedStratification,2,1,MLP,102,1000,0.7306273062730627
Cora,ClassBasedStratification,2,1,MLP,103,1000,0.7269372693726938
Cora,ClassBasedStratification,2,1,MLP,104,1000,0.7250922509225092
Cora,ClassBasedStratification,2,1,MLP,105,1000,0.7195571955719557
Cora,ClassBasedStratification,2,1,MLP,106,1000,0.7250922509225092
Cora,ClassBasedStratification,2,1,MLP,107,1000,0.7287822878228782
Cora,ClassBasedStratification,2,1,MLP,108,1000,0.7177121771217713
Cora,ClassBasedStratification,2,1,MLP,109,1000,0.7324723247232472
Cora,ClassBasedStratification,2,1,GCN,100,1000,0.8690036900369004
Cora,ClassBasedStratification,2,1,GCN,101,1000,0.8634686346863468
Cora,ClassBasedStratification,2,1,GCN,102,1000,0.8800738007380073
Cora,ClassBasedStratification,2,1,GCN,103,1000,0.8690036900369004
Cora,ClassBasedStratification,2,1,GCN,104,1000,0.8726937269372693
Cora,ClassBasedStratification,2,1,GCN,105,1000,0.8671586715867159
Cora,ClassBasedStratification,2,1,GCN,106,1000,0.8560885608856088
Cora,ClassBasedStratification,2,1,GCN,107,1000,0.8616236162361623
Cora,ClassBasedStratification,2,1,GCN,108,1000,0.8726937269372693
Cora,ClassBasedStratification,2,1,GCN,109,1000,0.8634686346863468
Cora,ClassBasedStratification,2,1,GAT,100,1000,0.8763837638376384
Cora,ClassBasedStratification,2,1,GAT,101,1000,0.8726937269372693
Cora,ClassBasedStratification,2,1,GAT,102,1000,0.8671586715867159
Cora,ClassBasedStratification,2,1,GAT,103,1000,0.8690036900369004
Cora,ClassBasedStratification,2,1,GAT,104,1000,0.8763837638376384
Cora,ClassBasedStratification,2,1,GAT,105,1000,0.8690036900369004
Cora,ClassBasedStratification,2,1,GAT,106,1000,0.8726937269372693
Cora,ClassBasedStratification,2,1,GAT,107,1000,0.8763837638376384
Cora,ClassBasedStratification,2,1,GAT,108,1000,0.8708487084870848
Cora,ClassBasedStratification,2,1,GAT,109,1000,0.8763837638376384
Cora,ClassBasedStratification,2,1,SAGE,100,1000,0.8690036900369004
Cora,ClassBasedStratification,2,1,SAGE,101,1000,0.8616236162361623
Cora,ClassBasedStratification,2,1,SAGE,102,1000,0.8708487084870848
Cora,ClassBasedStratification,2,1,SAGE,103,1000,0.8782287822878229
Cora,ClassBasedStratification,2,1,SAGE,104,1000,0.8616236162361623
Cora,ClassBasedStratification,2,1,SAGE,105,1000,0.8634686346863468
Cora,ClassBasedStratification,2,1,SAGE,106,1000,0.8597785977859779
Cora,ClassBasedStratification,2,1,SAGE,107,1000,0.8653136531365314
Cora,ClassBasedStratification,2,1,SAGE,108,1000,0.8653136531365314
Cora,ClassBasedStratification,2,1,SAGE,109,1000,0.8523985239852399
Cora,ClassBasedStratification,2,1,MixHop,100,1000,0.8597785977859779
Cora,ClassBasedStratification,2,1,MixHop,101,1000,0.8690036900369004
Cora,ClassBasedStratification,2,1,MixHop,102,1000,0.8616236162361623
Cora,ClassBasedStratification,2,1,MixHop,103,1000,0.8653136531365314
Cora,ClassBasedStratification,2,1,MixHop,104,1000,0.8597785977859779
Cora,ClassBasedStratification,2,1,MixHop,105,1000,0.8708487084870848
Cora,ClassBasedStratification,2,1,MixHop,106,1000,0.8690036900369004
Cora,ClassBasedStratification,2,1,MixHop,107,1000,0.8671586715867159
Cora,ClassBasedStratification,2,1,MixHop,108,1000,0.8579335793357934
Cora,ClassBasedStratification,2,1,MixHop,109,1000,0.8690036900369004
Cora,ClassBasedStratification,2,2,MLP,100,1000,0.7804428044280443
Cora,ClassBasedStratification,2,2,MLP,101,1000,0.7804428044280443
Cora,ClassBasedStratification,2,2,MLP,102,1000,0.7878228782287823
Cora,ClassBasedStratification,2,2,MLP,103,1000,0.7749077490774908
Cora,ClassBasedStratification,2,2,MLP,104,1000,0.7730627306273062
Cora,ClassBasedStratification,2,2,MLP,105,1000,0.7490774907749077
Cora,ClassBasedStratification,2,2,MLP,106,1000,0.7841328413284133
Cora,ClassBasedStratification,2,2,MLP,107,1000,0.7804428044280443
Cora,ClassBasedStratification,2,2,MLP,108,1000,0.7749077490774908
Cora,ClassBasedStratification,2,2,MLP,109,1000,0.7546125461254612
Cora,ClassBasedStratification,2,2,GCN,100,1000,0.911439114391144
Cora,ClassBasedStratification,2,2,GCN,101,1000,0.9077490774907748
Cora,ClassBasedStratification,2,2,GCN,102,1000,0.915129151291513
Cora,ClassBasedStratification,2,2,GCN,103,1000,0.9095940959409594
Cora,ClassBasedStratification,2,2,GCN,104,1000,0.9132841328413284
Cora,ClassBasedStratification,2,2,GCN,105,1000,0.9077490774907748
Cora,ClassBasedStratification,2,2,GCN,106,1000,0.911439114391144
Cora,ClassBasedStratification,2,2,GCN,107,1000,0.9059040590405903
Cora,ClassBasedStratification,2,2,GCN,108,1000,0.9095940959409594
Cora,ClassBasedStratification,2,2,GCN,109,1000,0.911439114391144
Cora,ClassBasedStratification,2,2,GAT,100,1000,0.9169741697416974
Cora,ClassBasedStratification,2,2,GAT,101,1000,0.9243542435424354
Cora,ClassBasedStratification,2,2,GAT,102,1000,0.9169741697416974
Cora,ClassBasedStratification,2,2,GAT,103,1000,0.9243542435424354
Cora,ClassBasedStratification,2,2,GAT,104,1000,0.9132841328413284
Cora,ClassBasedStratification,2,2,GAT,105,1000,0.9132841328413284
Cora,ClassBasedStratification,2,2,GAT,106,1000,0.9059040590405903
Cora,ClassBasedStratification,2,2,GAT,107,1000,0.915129151291513
Cora,ClassBasedStratification,2,2,GAT,108,1000,0.92619926199262
Cora,ClassBasedStratification,2,2,GAT,109,1000,0.918819188191882
Cora,ClassBasedStratification,2,2,SAGE,100,1000,0.918819188191882
Cora,ClassBasedStratification,2,2,SAGE,101,1000,0.9169741697416974
Cora,ClassBasedStratification,2,2,SAGE,102,1000,0.9132841328413284
Cora,ClassBasedStratification,2,2,SAGE,103,1000,0.9243542435424354
Cora,ClassBasedStratification,2,2,SAGE,104,1000,0.9132841328413284
Cora,ClassBasedStratification,2,2,SAGE,105,1000,0.9132841328413284
Cora,ClassBasedStratification,2,2,SAGE,106,1000,0.9059040590405903
Cora,ClassBasedStratification,2,2,SAGE,107,1000,0.915129151291513
Cora,ClassBasedStratification,2,2,SAGE,108,1000,0.9169741697416974
Cora,ClassBasedStratification,2,2,SAGE,109,1000,0.915129151291513
Cora,ClassBasedStratification,2,2,MixHop,100,1000,0.922509225092251
Cora,ClassBasedStratification,2,2,MixHop,101,1000,0.915129151291513
Cora,ClassBasedStratification,2,2,MixHop,102,1000,0.9132841328413284
Cora,ClassBasedStratification,2,2,MixHop,103,1000,0.9280442804428044
Cora,ClassBasedStratification,2,2,MixHop,104,1000,0.915129151291513
Cora,ClassBasedStratification,2,2,MixHop,105,1000,0.911439114391144
Cora,ClassBasedStratification,2,2,MixHop,106,1000,0.9169741697416974
Cora,ClassBasedStratification,2,2,MixHop,107,1000,0.918819188191882
Cora,ClassBasedStratification,2,2,MixHop,108,1000,0.918819188191882
Cora,ClassBasedStratification,2,2,MixHop,109,1000,0.9280442804428044
Cora,ClassBasedStratification,2,3,MLP,100,1000,0.7693726937269373
Cora,ClassBasedStratification,2,3,MLP,101,1000,0.7564575645756457
Cora,ClassBasedStratification,2,3,MLP,102,1000,0.7472324723247232
Cora,ClassBasedStratification,2,3,MLP,103,1000,0.7546125461254612
Cora,ClassBasedStratification,2,3,MLP,104,1000,0.7453874538745388
Cora,ClassBasedStratification,2,3,MLP,105,1000,0.7564575645756457
Cora,ClassBasedStratification,2,3,MLP,106,1000,0.7435424354243543
Cora,ClassBasedStratification,2,3,MLP,107,1000,0.7509225092250923
Cora,ClassBasedStratification,2,3,MLP,108,1000,0.7472324723247232
Cora,ClassBasedStratification,2,3,MLP,109,1000,0.7619926199261993
Cora,ClassBasedStratification,2,3,GCN,100,1000,0.8579335793357934
Cora,ClassBasedStratification,2,3,GCN,101,1000,0.8616236162361623
Cora,ClassBasedStratification,2,3,GCN,102,1000,0.8597785977859779
Cora,ClassBasedStratification,2,3,GCN,103,1000,0.8653136531365314
Cora,ClassBasedStratification,2,3,GCN,104,1000,0.8616236162361623
Cora,ClassBasedStratification,2,3,GCN,105,1000,0.8616236162361623
Cora,ClassBasedStratification,2,3,GCN,106,1000,0.8653136531365314
Cora,ClassBasedStratification,2,3,GCN,107,1000,0.8634686346863468
Cora,ClassBasedStratification,2,3,GCN,108,1000,0.8560885608856088
Cora,ClassBasedStratification,2,3,GCN,109,1000,0.8616236162361623
Cora,ClassBasedStratification,2,3,GAT,100,1000,0.8874538745387454
Cora,ClassBasedStratification,2,3,GAT,101,1000,0.8837638376383764
Cora,ClassBasedStratification,2,3,GAT,102,1000,0.8874538745387454
Cora,ClassBasedStratification,2,3,GAT,103,1000,0.8819188191881919
Cora,ClassBasedStratification,2,3,GAT,104,1000,0.8911439114391144
Cora,ClassBasedStratification,2,3,GAT,105,1000,0.8837638376383764
Cora,ClassBasedStratification,2,3,GAT,106,1000,0.8745387453874539
Cora,ClassBasedStratification,2,3,GAT,107,1000,0.8800738007380073
Cora,ClassBasedStratification,2,3,GAT,108,1000,0.8892988929889298
Cora,ClassBasedStratification,2,3,GAT,109,1000,0.8800738007380073
Cora,ClassBasedStratification,2,3,SAGE,100,1000,0.8874538745387454
Cora,ClassBasedStratification,2,3,SAGE,101,1000,0.8745387453874539
Cora,ClassBasedStratification,2,3,SAGE,102,1000,0.8819188191881919
Cora,ClassBasedStratification,2,3,SAGE,103,1000,0.8726937269372693
Cora,ClassBasedStratification,2,3,SAGE,104,1000,0.8911439114391144
Cora,ClassBasedStratification,2,3,SAGE,105,1000,0.8819188191881919
Cora,ClassBasedStratification,2,3,SAGE,106,1000,0.8800738007380073
Cora,ClassBasedStratification,2,3,SAGE,107,1000,0.8837638376383764
Cora,ClassBasedStratification,2,3,SAGE,108,1000,0.8763837638376384
Cora,ClassBasedStratification,2,3,SAGE,109,1000,0.8837638376383764
Cora,ClassBasedStratification,2,3,MixHop,100,1000,0.8966789667896679
Cora,ClassBasedStratification,2,3,MixHop,101,1000,0.8819188191881919
Cora,ClassBasedStratification,2,3,MixHop,102,1000,0.8929889298892989
Cora,ClassBasedStratification,2,3,MixHop,103,1000,0.8929889298892989
Cora,ClassBasedStratification,2,3,MixHop,104,1000,0.8819188191881919
Cora,ClassBasedStratification,2,3,MixHop,105,1000,0.8911439114391144
Cora,ClassBasedStratification,2,3,MixHop,106,1000,0.8874538745387454
Cora,ClassBasedStratification,2,3,MixHop,107,1000,0.8911439114391144
Cora,ClassBasedStratification,2,3,MixHop,108,1000,0.8819188191881919
Cora,ClassBasedStratification,2,3,MixHop,109,1000,0.8929889298892989
Cora,ClassBasedStratification,2,4,MLP,100,1000,0.7430683918669131
Cora,ClassBasedStratification,2,4,MLP,101,1000,0.7282809611829945
Cora,ClassBasedStratification,2,4,MLP,102,1000,0.7541589648798521
Cora,ClassBasedStratification,2,4,MLP,103,1000,0.744916820702403
Cora,ClassBasedStratification,2,4,MLP,104,1000,0.7467652495378928
Cora,ClassBasedStratification,2,4,MLP,105,1000,0.756007393715342
Cora,ClassBasedStratification,2,4,MLP,106,1000,0.756007393715342
Cora,ClassBasedStratification,2,4,MLP,107,1000,0.7430683918669131
Cora,ClassBasedStratification,2,4,MLP,108,1000,0.7597042513863216
Cora,ClassBasedStratification,2,4,MLP,109,1000,0.7523105360443623
Cora,ClassBasedStratification,2,4,GCN,100,1000,0.8761552680221811
Cora,ClassBasedStratification,2,4,GCN,101,1000,0.8706099815157117
Cora,ClassBasedStratification,2,4,GCN,102,1000,0.8817005545286506
Cora,ClassBasedStratification,2,4,GCN,103,1000,0.8798521256931608
Cora,ClassBasedStratification,2,4,GCN,104,1000,0.8724584103512015
Cora,ClassBasedStratification,2,4,GCN,105,1000,0.8761552680221811
Cora,ClassBasedStratification,2,4,GCN,106,1000,0.8724584103512015
Cora,ClassBasedStratification,2,4,GCN,107,1000,0.8724584103512015
Cora,ClassBasedStratification,2,4,GCN,108,1000,0.8798521256931608
Cora,ClassBasedStratification,2,4,GCN,109,1000,0.8853974121996303
Cora,ClassBasedStratification,2,4,GAT,100,1000,0.8964879852125693
Cora,ClassBasedStratification,2,4,GAT,101,1000,0.8853974121996303
Cora,ClassBasedStratification,2,4,GAT,102,1000,0.8872458410351202
Cora,ClassBasedStratification,2,4,GAT,103,1000,0.8909426987060998
